ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FOND_MBY_VALUE,OPER_INSTT_NM,OPER_STLE_NM,TEL_NO,HMPG_ADDR,OPNNG_DE,TOTAR_VALUE,LRGE_THEAT_SEAT_CO_VALUE,LRGE_THEAT_AR_VALUE,MIDDL_THEAT_SEAT_CO_VALUE,MIDDL_THEAT_AR_VALUE,SMALL_THEAT_SEAT_CO_VALUE,SMALL_THEAT_AR_VALUE,PRFPLC_CO,DSPY_AR_CN,EDC_FCLTY_AR_VALUE,CNFRM_AR_CN,TSD_THEAT_ACEPTNC_NMPR_CO,TSD_THEAT_AR_VALUE,TOT_EMP_CO,SPCLTY_EMP_CO,PBLPRFR_DAY_CO,DSPY_DAY_CO,CHGD_ENTRN_CO,EMPR_CO,FYER_OPER_PRICE,PBLPRFR_INCME_PRICE,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMSMC22N000000162,문화시설,문예회관,논산문화예술회관,충남,논산시,4423010900,내동,4423051000,취암동,시민로,충남 논산시 시민로 270,32983,다마635993,127.0951436,36.1909538,기초자치단체,논산시,지자체 직영,041-746-5950,www.nonsan.go.kr/arthall,1985.11.19.,"2,615",,,560,732,169,273,2,476,,,,,3,3,11,2,,1961,218,0.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000163,문화시설,문예회관,당진문예의전당,충남,당진시,4427010100,읍내동,4427051000,당진1동,무수동2길,충남 당진시 무수동2길 25-21,31774,다바231771,126.6374833,36.8897225,기초자치단체,당진문화재단,공공기관 위탁,041-350-2903,www.dangjinart.kr,2005.05.31.,"7,490","1,001","2,472",300,"1,272",,,2,863,,,,961,26,9,124,217,"6,698",37388,"1,721",58,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000164,문화시설,문예회관,보령문화예술회관,충남,보령시,4418010500,명천동,4418054500,대천4동,성주산로,충남 보령시 성주산로 101,33483,다바205155,126.6145824,36.3338582,기초자치단체,보령시,지자체 직영,041-930-3422,www.brcn.go.kr/art.do,2002.05.09.,"6,269",,,798,768,167,186,1,360,,,,,9,3,35,1,"2,992",9120,"1,001",23.7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000165,문화시설,문예회관,서산시문화회관,충남,서산시,4421010100,읍내동,4421051000,부춘동,문화로,충남 서산시 문화로 52,31970,다바061658,126.448616,36.786191,기초자치단체,서산시,지자체 직영,041-661-8023,www.seosan.go.kr/culture/index.do,1990.01.06.,"3,626",,,601,979,108,162,2,198,,,,,10,4,137,181,"4,357",35360,"1,013",71.1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000166,문화시설,문예회관,아산시평생학습관,충남,아산시,4420011200,용화동,4420061000,온양5동,남부로,충남 아산시 남부로 92,31568,다바546637,126.9921619,36.7709094,기초자치단체,아산시,지자체 직영,041-537-3902,life.asan.go.kr/_kor/index.asp,1992.05.08.,"6,940",,,509,192,,,1,459,,,999,299,21,3,58,31,,8935,103,9.3,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000167,문화시설,문예회관,문화도서관사업소 시민문화여성회관 신부문화회관,충남,천안시 동남구,4413111800,신부동,4413159000,신안동,신부2길,충남 천안시 동남구 신부2길 12,31124,다바696688,127.1594903,36.8177851,기초자치단체,천안시,지자체 직영,041-521-3744,www.cheonan.go.kr/women.do,1987.12.03.,"4,867",,,864,922,200,307,3,565,,,,,3,3,,243,,6920,347,9.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000168,문화시설,문예회관,천안예술의전당,충남,천안시 동남구,4413134026,성남면 용원리,4413134000,성남면,종합휴양지로,충남 천안시 동남구 성남면 종합휴양지로 185,31246,다바754620,127.2248886,36.7561303,기초자치단체,천안문화재단,공공기관 위탁,041-901-6603,www.cnac.or.kr,2012.09.03.,"33,755","1,642","7,284",443,"1,366",,,,,,,200,19,8,8,120,,"18,421",23214,"1,161",298,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000169,문화시설,문예회관,문화도서관사업소 시민문화여성회관 성환문화회관,충남,천안시 서북구,4413325022,성환읍 성월리,4413325000,성환읍,성진로,충남 천안시 서북구 성환읍 성진로 15,31021,다바676794,127.1366784,36.9125372,기초자치단체,천안시,지자체 직영,041-521-3823,www.cheonan.go.kr/women.do,1996.10.21.,"34,072",,,686,"1,109",193,267,,,,,,,5,3,42,,"5,610",5610,480,25,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000170,문화시설,문예회관,금산다락원,충남,금산군,4471025022,금산읍 중도리,4471025000,금산읍,금산로,충남 금산군 금산읍 금산로 1559,32726,다마992905,127.4916388,36.1120666,기초자치단체,금산군,지자체 직영,041-750-4425,www.geumsan.go.kr/daragwon,2004.10.29.,"23,682",,,704,990,230,288,,,,,,,23,5,13,45,,21013,"2,498",2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000171,문화시설,문예회관,부여국악의전당,충남,부여군,4476031026,규암면 합정리,4476031000,규암면,백제문로,충남 부여군 규암면 백제문로 388,33115,다바461121,126.8996994,36.3048438,기초자치단체,부여군,지자체 직영,041-830-2926,www.buyeo.go.kr/,2005.02.16.,"2,283",,,,,198,383,,,,,,,4,1,14,,414,414,50,1.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000172,문화시설,문예회관,서천문예의전당,충남,서천군,4477025321,서천읍 군사리,4477025300,서천읍,서천로14번길,충남 서천군 서천읍 서천로14번길 20,33645,다마278869,126.6983675,36.0763652,기초자치단체,서천군,지자체 직영,041-950-4227,www.seocheon.go.kr,1989.01.01.,"2,777",,,636,648,200,216,,,150,99,,,3,,22,11,,27034,85,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000173,문화시설,문예회관,예산군문예회관,충남,예산군,4481025021,예산읍 예산리,4481025000,예산읍,아리랑로,충남 예산군 예산읍 아리랑로 185-14,32434,다바418543,126.8491776,36.6854813,기초자치단체,예산군,지자체 직영,041-339-8212,www.yesan.go.kr,1993.10.16,"2,685",,,510,"1,152",,,1,220,,,,,5,2,35,43,"1,124",11648,868,10.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000174,문화시설,문예회관,충청남도 문화예술회관,충남,예산군,4481025326,삽교읍 목리,4481025300,삽교읍,도청대로,충남 예산군 삽교읍 도청대로 600,32416,다바261516,126.6738971,36.6603627,광역자치단체,충청남도,지자체 직영,041-635-3820,art.chungnam.net,2012.12.18.,"9,673",,,836,"1,455",,,,,,,,,6,3,42,,"7,540",15481,202,60.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000175,문화시설,문예회관,청양문화예술회관,충남,청양군,4479025029,청양읍 송방리,4479025000,청양읍,문화예술로,충남 청양군 청양읍 문화예술로 187,33339,다바373289,126.8004467,36.4561486,기초자치단체,청양군,지자체 직영,041-940-2734,www.cheongyang.go.kr,2006.10.25,"5,616",,,642,"2,992",197,"1,442",1,276,,151,,,6,3,12,5,,5124,524,12,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000176,문화시설,문예회관,태안군문화예술회관,충남,태안군,4482525021,태안읍 동문리,4482525000,태안읍,백화로,충남 태안군 태안읍 백화로 200,32140,나바939624,126.3115382,36.7543322,기초자치단체,태안군,지자체 직영,041-670-2258,www.taean.go.kr/tour,2001.09.21.,"4,392",,,687,991,168,172,1,248,,,,,25,4,74,21,,4584,270,5.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000177,문화시설,문예회관,홍주문화회관,충남,홍성군,4480025025,홍성읍 옥암리,4480025000,홍성읍,내포로,충남 홍성군 홍성읍 내포로 164,32249,다바241444,126.6518958,36.5947704,기초자치단체,홍성군,지자체 직영,041-634-0021,www.art.hongseong.go.kr,1988.01.01.,"3,066",,,606,"1,100",100,150,1,300,,,,,7,3,20,60,"2,947",6000,969,37,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000178,문화시설,문예회관,군산예술의전당,전북,군산시,4513014300,지곡동,4513069000,수송동,백토로,전북 군산시 백토로 203,54102,다마284740,126.7070369,35.9607821,기초자치단체,군산시청,지자체 직영,063-454-5528,www.gunsan.go.kr/arts/index.gunsan,2013.05.01,"20,417","1,200","2,400",450,686,,,3,515,200,,,,19,8,171,230,"7,117",28879,628,190,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000179,문화시설,문예회관,김제문화예술회관,전북,김제시,4521010900,교동,4521058000,교월동,성산길,전북 김제시 성산길 20,54387,다마436564,126.8768582,35.8024424,기초자치단체,김제시,지자체 직영,063-540-4171,www.gimje.go.kr/art/index.gimje,2009. 4. 24.,"5,193",,,488,"1,837",230,363,1,457,,,,,8,,90,88,"3,071",10189,693,8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000180,문화시설,문예회관,춘향문화예술회관,전북,남원시,4519012200,어현동,4519054000,노암동,양림길,전북 남원시 양림길 43,55795,다마900118,127.3900826,35.4022141,기초자치단체,남원시,지자체 직영,063-620-5724,없음,1995.05.06,"4,684",,,715,"1,124",112,158,1,265,,,,,5,,9,4,,7442,530,6,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000181,문화시설,문예회관,익산예술의전당,전북,익산시,4514012300,어양동,4514065200,어양동,동서로,전북 익산시 동서로 490,54567,다마538728,126.9878043,35.9513857,기초자치단체,익산시,지자체 직영,063-859-3315,arts.iksan.go.kr,2015.04.22,"12,963","1,202","9,594",,,,,1,"3,368",,283,200,53,16,9,102,212,"7,664",32054,"9,584",259,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000182,문화시설,문예회관,솜리문화예술회관,전북,익산시,4514011200,마동,4514058000,마동,선화1로,전북 익산시 선화1로 106,54597,다마520715,126.9684516,35.9390994,기초자치단체,익산시,지자체 직영,063-859-3758,arts.iksan.go.kr,1996.11.29,"7,006",,,556,"3,998",250,"1,165",3,"1,761",,47,,,7,5,80,147,,10715,472,46,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000183,문화시설,문예회관,덕진예술회관,전북,전주시 덕진구,4511310600,덕진동2가,4511357000,덕진동,권삼득로,전북 전주시 덕진구 권삼득로 407,54897,다마656613,127.119375,35.8477517,기초자치단체,전주시청,지자체 직영,063-281-6651,www.jeonju.go.kr/art,1980.12.08,"4,449",,,486,163,,,,,,,,,5,,,,,16712,282,29,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000184,문화시설,문예회관,한극소리문화의전당,전북,전주시 덕진구,4511310500,덕진동1가,4511357000,덕진동,소리로,전북 전주시 덕진구 소리로 31,54901,다마674620,127.1393284,35.854772,광역자치단체,학교법인우석학원,민간기관 위탁,063-270-8000,www.sori21.co.kr,2001. 09. 21,"36,575","2,037","1,930",666,760,202,146,4,"4,114",,"2,059","7,000",334,79,20,172,207,"37,477",92636,"5,189",5202,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000185,문화시설,문예회관,전라북도예술회관,전북,전주시 완산구,4511110500,경원동1가,4511153000,풍남동,팔달로,전북 전주시 완산구 팔달로 161,55038,다마681578,127.1471092,35.8168231,광역자치단체,전라북도문화관광재단,공공기관 위탁,063-230-7415,www.jbct.or.kr,1982.2.10.,"4,641",,,357,195,,,5,"1,033",,,,,54,9,135,195,"1,567",17293,"4,401",39.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000186,문화시설,문예회관,전주한벽문화관,전북,전주시 완산구,4511111800,교동,4511153000,풍남동,전주천동로,전북 전주시 완산구 전주천동로 20,55045,다마691573,127.1590306,35.8122464,기초자치단체,전주문화재단,공공기관 위탁,063-280-7012,www.jt.or.kr,2002. 01.,"7,123",,,,,235,196,1,112,119,119,265,100,16,7,135,,"2,894",7707,564,94,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000187,문화시설,문예회관,정읍사예술회관,전북,정읍시,4518010400,시기동,4518056500,초산동,시기4길,전북 정읍시 시기4길 13,56204,다마421287,126.8617345,35.552723,기초자치단체,정읍시청,지자체 직영,063-539-6424,www.jeongeup.go.kr/culture,1992.09.15,"3,368",,,603,697,,,,,,,"1,000","1,679",10,2,25,,"5,083",9293,"1,060",25,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000188,문화시설,문예회관,연지아트홀,전북,정읍시,4518010500,연지동,4518057000,연지동,중앙로,전북 정읍시 중앙로 73,56161,다마410306,126.8489017,35.5704001,기초자치단체,정읍시청,지자체 직영,063-539-7874,www.jeongeup.go.kr/culture,2017.07.21,"2,017",,,,,203,228,1,102,,,361,361,9,,153,59,"1,387",10080,914,25,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000189,문화시설,문예회관,고창문화의전당,전북,고창군,4579025021,고창읍 읍내리,4579025000,고창읍,모양성로,전북 고창군 고창읍 모양성로 11,56441,다마278155,126.7045756,35.4333808,기초자치단체,고창군,지자체 직영,063-560-8041,www.gochang.go.kr/art,2008.12.05,"4,049",,,625,"1,115",,,1,187,,151,,,7,4,25,11,"4,288",9788,658,12.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000190,문화시설,문예회관,부안예술회관,전북,부안군,4580025022,부안읍 서외리,4580025000,부안읍,예술회관길,전북 부안군 부안읍 예술회관길 11,56311,다마299478,126.7254764,35.7243081,기초자치단체,부안군,지자체 직영,063-580-3929,www.buan.go.kr,2002.02.10,"6,364",,,499,"1,100",,,1,426,410,80,,,11,3,36,,769,12324,"1,854",8.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000191,문화시설,문예회관,순창향토회관,전북,순창군,4577025022,순창읍 남계리,4577025000,순창읍,장류로,전북 순창군 순창읍 장류로 407-11,56033,다마679091,127.1468543,35.3776507,기초자치단체,순창군청,지자체 직영,063-650-1622,없음,1997.10.,"1,414",,,465,119,,,,,,,200,160,1,,14,,700,2395,183,0.6,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000192,문화시설,문예회관,완주문화예술회관,전북,완주군,4571025626,용진읍 운곡리,4571025600,용진읍,지암로,전북 완주군 용진읍 지암로 61,55352,다마693676,127.1607812,35.9053551,기초자치단체,완주군,지자체 직영,063-290-2597,culture.wanju.go.kr,2012.05.04,"1,760",,,478,640,,,,,,,,,2,2,9,,,3083,162,1.1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000193,문화시설,문예회관,향토예술문화회관,전북,완주군,4571025025,삼례읍 신금리,4571025000,삼례읍,삼봉로,전북 완주군 삼례읍 삼봉로 215,55333,다마633693,127.0933782,35.9198974,기초자치단체,완주문화재단,공공기관 위탁,063-291-7245,culture.wanju.go.kr,2001.11.06.,"1,494",,,,,196,485,1,112,118,34,,,5,2,50,275,,10728,440,14,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000194,문화시설,문예회관,장수한누리전당,전북,장수군,4574025027,장수읍 두산리,4574025000,장수읍,한누리로,전북 장수군 장수읍 한누리로 393,55638,라마016383,127.5181103,35.6411139,기초자치단체,장수군,지자체 직영,063-350-2881,www.jangsu.go.kr,2007.10.04,"8,300",,,,,278,482,1,180,,250,,,18,,5,39,,3554,319,1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000195,문화시설,문예회관,광양문화예술회관,전남,광양시,4623025021,광양읍 우산리,4623025000,광양읍,향교길,전남 광양시 광양읍 향교길 9-30,57734,라라079650,127.5875069,34.9799443,기초자치단체,광양시,지자체 직영,061-797-3604,www.gwangyang.go.kr/art,1996.10.08.,"4,187",,,490,859,189,516,2,387,,,"1,000","6,409",6,1,30,249,"1,109",14597,840,18.7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000196,문화시설,문예회관,나주문화예술회관,전남,나주시,4617010200,송월동,4617051000,송월동,예향로,전남 나주시 예향로 4137,58263,다라281699,126.7123486,35.0224009,기초자치단체,나주시,지자체 직영,061-339-4612,najuart.naju.go.kr,1998.04.25,"5,611",,,548,632,,,1,354,,,,,4,4,51,51,"1,613",7362,742,5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000197,문화시설,문예회관,목포문화예술회관,전남,목포시,4611015900,용해동,4611075000,이로동,남농로,전남 목포시 남농로 102,58699,다라011447,126.4189757,34.7922313,기초자치단체,목포시,지자체 직영,061-270-4031,www.mokpo.go.kr/art,1997.08.14,"12,772",,,629,"4,925",,,8,"1,654",99,,,,18,1,35,,"2,496",65499,"1,635",54,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000198,문화시설,문예회관,목포시민문화체육센터,전남,목포시,4611016400,옥암동,4611079000,옥암동,부주로,전남 목포시 부주로 312,58672,다라027468,126.4367126,34.8119114,기초자치단체,목포시,지자체 직영,061-270-4061,www.mokpo.go.kr/art,2004.05.03,"17,547","1,207","11,802",,,400,"1,004",,,,,450,832,10,,194,,"76,543",150800,"1,045",114,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000199,문화시설,문예회관,순천시문화예술회관,전남,순천시,4615010800,석현동,4615055000,삼산동,삼산로,전남 순천시 삼산로 16,57938,다라986639,127.4852376,34.9705555,기초자치단체,순천시,지자체 직영,061-749-8612,www.suncheon.go.kr/scart,1993.04.03,"6,508",,,914,"1,522",152,230,2,408,,,,,13,3,111,220,"11,708",31998,"3,998",59,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000200,문화시설,문예회관,여수시민회관,전남,여수시,4613011200,광무동,4613062500,광림동,좌수영로,전남 여수시 좌수영로 69,59718,라라208392,127.7279291,34.7470924,기초자치단체,여수시,지자체 직영,061-659-3773,ok.yeosu.go.kr,"1987.06.28,(진남문예회관 ,","5,265",,,960,552,,,,,,73,,,5,,27,,"1,450",8309,176,10,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000201,문화시설,문예회관,GS칼텍스 예울마루,전남,여수시,4613013200,시전동,4613079000,시전동,예울마루로,전남 여수시 예울마루로 100,59691,라라151395,127.6654089,34.7506169,기초자치단체,GS칼텍스재단,민간기관 위탁,061-808-7021,www.yeulmaru.org,2012.5.10,"27,220","1,021","1,776",302,403,,,4,"1,266",302,136,500,"4,400",35,12,99,267,"32,269",88052,"6,166",1434,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000202,문화시설,문예회관,강진아트홀,전남,강진군,4681025022,강진읍 남성리,4681025000,강진읍,영랑로1길,전남 강진군 강진읍 영랑로1길 9,59233,다라331273,126.7704992,34.6381753,기초자치단체,강진군,지자체 직영,061-430-3972,arthall.gangjin.go.kr,2011.05.17,"9,675",,,718,"1,606",174,246,2,236,"1,852",256,120,132,22,6,96,324,,37250,"2,755",66,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000203,문화시설,문예회관,고흥종합문화회관,전남,고흥군,4677025025,고흥읍 호형리,4677025000,고흥읍,고흥로,전남 고흥군 고흥읍 고흥로 1892-67,59536,다라816246,127.300319,34.6155227,기초자치단체,고흥군,지자체 직영,061-830-6721,www.goheung.go.kr/culture,1999.06.26,"5,634",,,573,"1,155",180,274,,,,,,,10,4,3,,111,8770,291,2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000204,문화시설,문예회관,곡성레저문화센터,전남,곡성군,4672025021,곡성읍 읍내리,4672025000,곡성읍,곡성로,전남 곡성군 곡성읍 곡성로 855,57535,다라816984,127.2981783,35.2814217,기초자치단체,곡성군,지자체 직영,061-360-8482,wwwgokseong.go.kr/leisure,2010.3.10.,"5,760",,,420,530,,,1,28,"1,144",95,,,3,,,,,17800,250,1.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000205,문화시설,문예회관,구례문화예술회관,전남,구례군,4673025021,구례읍 봉동리,4673025000,구례읍,양정2길,전남 구례군 구례읍 양정2길 11,57636,다라973901,127.4713143,35.2070632,기초자치단체,구례군,지자체 직영,061-780-2181,www.gurye.go.kr,2015.04.19.,"2,974",,,,,153,681,1,77,,374,210,165,1,,,,,,63,1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000206,문화시설,문예회관,담양문화회관,전남,담양군,4671025023,담양읍 지침리,4671025000,담양읍,지침6길,전남 담양군 담양읍 지침6길 29,57344,다마532024,126.9855445,35.3164236,기초자치단체,담양군,지자체 직영,061-380-3465,www.damyang.go.kr,2002. 4. 25.,"3,585",,,670,"1,547",,,,,216,,,,3,,,,,,290,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000207,문화시설,문예회관,남도소리울림터,전남,무안군,4684025622,삼향읍 남악리,4684025600,삼향읍,남악로,전남 무안군 삼향읍 남악로 222,58579,다라051460,126.4629297,34.8049765,광역자치단체,전라남도문화재단,공공기관 위탁,061-981-6677,www.namdosori.or.kr,2015. 5. 30.,"5,167",,,558,"1,090",,,,,,,,,12,5,38,,366,2954,886,4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000208,문화시설,문예회관,승달문화예술회관,전남,무안군,4684025024,무안읍 교촌리,4684025000,무안읍,창포로,전남 무안군 무안읍 창포로 8,58526,다라061666,126.4720301,34.9903347,기초자치단체,무안군,지자체 직영,061-450-4084,www.muan.go.kr,2001. 5. 12.,"4,296",,,519,980,,,1,156,,,,,8,3,6,,388,2092,237,4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000209,문화시설,문예회관,보성군문화예술회관,전남,보성군,4678025021,보성읍 보성리,4678025000,보성읍,송재로,전남 보성군 보성읍 송재로 281-9,59453,다라623427,127.088485,34.778129,기초자치단체,보성군,지자체 직영,061-850-8662,www.boseong.go.kr/art,2015.05.08.,"4,309",,,497,"2,098",,,,,105,,,,8,2,33,,112,9574,511,8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000210,문화시설,문예회관,영광예술의전당,전남,영광군,4687025023,영광읍 남천리,4687025000,영광읍,천년로13길,전남 영광군 영광읍 천년로13길 2-34,57045,다라098978,126.508556,35.2724616,기초자치단체,영광군,지자체 직영,061-350-5400,www.yeonggwang.go.kr,2014.6.24,"6,522",,,579,"1,023",149,431,1,378,,,,,8,3,7,1,,3564,"1,146",7.1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000211,문화시설,문예회관,완도 문화예술의 전당,전남,완도군,4689025022,완도읍 가용리,4689025000,완도읍,개포로159번길,전남 완도군 완도읍 개포로159번길 55,59109,다다302924,126.7416563,34.3236772,기초자치단체,㈜완도문화사랑주식회사,민간기관 위탁,061-550-5464,blog.naver.com/wcahall,2010.08.10,"7,289",,,498,"1,035",,,1,198,112,66,,,5,1,7,35,,15688,"1,790",6.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000212,문화시설,문예회관,장성문화예술회관,전남,장성군,4688025026,장성읍 기산리,4688025000,장성읍,문화로,전남 장성군 장성읍 문화로 110,57222,다마334009,126.7679086,35.3022921,기초자치단체,장성군,지자체 직영,061-390-8475,www.jangseong.go.kr/home/culture/artcenter,2011.9.21.,"7,275",,,684,"1,083",199,361,,,,,,,10,3,,,,3572,110,4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000213,문화시설,문예회관,장흥문화예술회관,전남,장흥군,4680025022,장흥읍 남동리,4680025000,장흥읍,읍성로,전남 장흥군 장흥읍 읍성로 96,59333,다라448315,126.8982389,34.6766765,기초자치단체,장흥군,지자체 직영,061-860-5802,art.jangheung.go.kr,2004.05.01,"5,008",,,496,"1,648",,,1,216,,216,,,4,,16,,260,8680,623,4.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000214,문화시설,문예회관,진도향토문화회관,전남,진도군,4690025021,진도읍 동외리,4690025000,진도읍,진도대로,전남 진도군 진도읍 진도대로 7197,58926,나라869102,126.2685772,34.4797059,기초자치단체,진도군,지자체 직영,061-540-6254,,1996.12.14.,"5,058",,,604,"2,032",,,2,958,,,,,12,1,62,2,,4363,447,1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000215,문화시설,문예회관,해남문화예술회관,전남,해남군,4682025026,해남읍 성내리,4682025000,해남읍,군청길,전남 해남군 해남읍 군청길 4,59028,다라174202,126.5999599,34.5731966,기초자치단체,해남군,지자체 직영,061-530-5692,art.haenam.go.kr,2002.04.20,"9,625",,,692,"1,585",,,1,60,169,393,"2,000","1,553",19,6,18,,,7980,"1,037",1.3,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
