FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,MANAGE_MBY_NM,WORKDAY_OPER_AT,WKEND_OPER_AT,SPR_OPER_AT,SUMR_OPER_AT,FALL_OPER_AT,WNT_OPER_AT,ELECT_PROVD_AT,HWATER_PROVD_AT,WIFI_HOLD_AT,FWOOD_SLE_AT,WLK_ROAD_AT,WATERPARK_HOLD_AT,PLY_FCLTY_HOLD_AT,MART_HOLD_AT,TOILET_CO,SHWERRM_CO,SINK_CO,FETGS_CO,CFR_FSHNG_FCLTY_AT,CFR_WLK_ROAD_FCLTY_AT,CFR_BEACH_FCLTY_AT,CFR_PRIZE_LSR_FCLTY_AT,CFR_VALL_FCLTY_AT,CFR_RIVER_FCLTY_AT,CFR_POOL_FCLTY_AT,CFR_YNGBGS_EXPRN_FCLTY_AT,CFR_FAFV_EXPRN_FCLTY_AT,CFR_CHILD_PLY_FCLTY_AT,GLAMPING_BED_HOLD_AT,GLAMPING_TV_HOLD_AT,GLAMPING_FRIDGE_HOLD_AT,GLAMPING_WIFI_HOLD_AT,GLAMPING_IN_TOILET_HOLD_AT,GLAMPING_AC_HOLD_AT,GLAMPING_HEATER_HOLD_AT,GLAMPING_CKNG_TOOL_HOLD_AT,ETC_FCLTY_DC,FCLTY_INTRCN_CN,LAST_UPDT_DE
지리산오토캠핑장 (호호당),여가활동,캠핑,일반야영장,전라남도,구례군,산동면,내산리,463-2 번지,수락폭포로,170-5 번,35.33116822,127.4512899,57601,전라남도 구례군 산동면 수락폭포로 170-5,전라남도 구례군 산동면 내산리 463-2,0617819114,www.hohodangzoo.com,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,1,1,1,31,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,"*개별샤워장 *갤러리카페 음료권 증정 *깨끗한 화장실, 취사장 *사회적 거리두기 실천 캠핑장","지리산오토캠핑장은  산골의 작은 분교를 리모델링하여 만들어졌습니다. 한국화 작가인 남편과 영어교육컨설턴트인 마누라가 부모님과 함께 가꾸어 나가고 있답니다. 아기자기한 소규모 브띠크 캠핑장으로 텐트사이트10개,카라반사이트2 총 12사이트만 오픈합니다. 유니크한 디자인 캠핑장으로 초대합니다.",20221130
지리산천왕봉야영장,여가활동,캠핑,일반야영장,전라북도,남원시,산내면,내령리,414-3 번지,지리산로,1241 번,35.39915557,127.5999378,55805,전라북도 남원시 산내면 지리산로 1241,전라북도 남원시 산내면 내령리 414-3,0636261915,,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,1,1,1,15,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"주차, 예약",지리산천왕봉야영장은 남원 지리산로에 위치한 캠핑장으로 700㎡의 아담한 면적에 파쇄석 사이트 25면으로 조성되어있다. 사이트의 형태는 중형텐트와 대형텐트 칠 수 있는 곳으로 나뉘는데 중형텐트 쪽은 나무그늘이 있으나 대형텐트 쪽은 다소 그늘이 적어 그늘막이 필요하니 참고하도록 하자.     캠핑장 아래로 물놀이하기 좋은 넓은 계곡이 펼쳐진다. 수심이 얕아 어린이들이 놀기에 안전하며 인근에 물놀이 용품을 대여해주는 곳도 있지만 많은 인원이 쓰기엔 턱없이 부족하므로 이왕이면 직접 튜브나 구명조끼 등을 구비해 갈 것을 권한다. 이곳은 지리산천왕봉펜션과 식당을 함께 겸업하고 있는데 펜션은 단체 고객도 수용가능하며 식당에서는 토종닭백숙 등의 보양식 메뉴를 판매하니 맛보도록 하자.,20221102
지맨 카라반파크,여가활동,캠핑,일반야영장,경기도,안양시 만안구,석수동,,241-43 번지,예술공원로,213 번,37.42107061,126.9292922,13911,경기도 안양시 만안구 예술공원로 213,경기도 안양시 만안구 석수동 241-43,0314738800,http://www.g-men.co.kr/,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,예술공원 유원지를 품은 카라반파크 야영장!!,20221102
지암계곡 춘천빌리빙펜션캠핑장,여가활동,캠핑,일반야영장,강원도,춘천시,,지암리,,,,37.97772716,127.5963664,24200,,강원도 춘천시 사북면 지암리,,cccamp.kr,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,1,1,1,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"집다리골휴양림과 강원숲체험관중간,글램핑, 데크, 바비큐장, 장기숙박, 잔디, 신축, 계곡, 카라반, 독채, 2인실","춘천 감성캠핑장 깨끗한 환경과 주변에 놀거리 지암리 계곡앞에 위치 물놀이와 캠핑을 동시에 즐길수있는곳! 연인만을위한 글램핑장 준비 숲속 느낌의 나무정원 ,잔디정원 대기 화려하지 않은 아늑한 분위기로 감성캠핑 즐기실분은 여기로와주세요",20221130
지오클럽,여가활동,캠핑,카라반,부산광역시,기장군,,삼성리,,,,35.2619322,129.223208,46044,,부산광역시 기장군 일광읍 삼성리,,http://gioclub.cafe24.com,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,2,3,0,7,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"제트스키,제트보트.바나나보트.디스코보트등  수상레저는 7.8월만 이용가능","지오클럽카라반은 일광 해수욕장에 위치하고 있으며, 바다 백사장이 바로 앞에 있는 카라반 캠핑장이다. 아침에 일어나 문을 열고 나가면 바로 눈앞으로 바다가 펼쳐져있는 모습의 어른아이 모두가 환호성을 지르며 무척이나 좋아한다.    여름이면 각종 물놀이와 다양한 수상레저(제트스키, 제트보트,  바나나 보트 등)를 즐길 수 있어 젊은 캠퍼들과 아이들에게 인기가 높은 캠핑장이다. 제트보트는 투어용으로 사시사철 이용이 가능하니 겨울에도 한번쯤 타 보는 것도 좋을 것 같다.    카라반 내부는 고급스런 목재 인테리어로 꾸며져 있으며, 전자레인지, 가스레인지, 밥솥, 에어컨, 침대, 식탁, 취사도구, TV, 냉장고, 화장실이 있다. 몸만 가볍게 와서 편안히 즐기다 가기에 안성맞춤인 곳이다. 캠핑장 옆으로는 데크 산책로가 바닷가로 이어져 있어, 바닷바람을 맞으며 산책하기에도 좋으며, 밤이면 백사장으로 나가 불꽃놀이도 하며 좋은 추억의 시간을 만들어 보자.",20221130
지지밸리야영장,여가활동,캠핑,자동차야영장,경기도,가평군,설악면,방일리,545-4 번지,유명로,794-46 번,37.61662006,127.4921883,12472,경기도 가평군 설악면 유명로 794-46,경기도 가평군 설악면 방일리 545-4,0315855885,http://www.ggvalley.co.kr/,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,2,2,8,15,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,"개인 트레일러 입장가능,반려동물 동반 소형견만 가능","경기도 가평군 설악면 방일리에 위치한 지지밸리캠핑장은 울창한 숲과 맑은 계곡이 흐르고 접근성도 좋아 사시사철 인기가 있는 캠핑장으로 맛집까지 운영 중이어 1석2조의 캠핑장이다.    둥지캠핑장은 과거 유원지였으나 최근 지지옥션 연수원이 자리 잡고 있는 연수원 부지에 함께 있는 캠핑장으로 최근에는 방갈로 형 펜션을 신축하여 이용자들의 선택의 폭을 넓혀주고 있다. 사이트 사이즈는 4m×4m 크기로 20면을 운영 중이며 그늘막이 전체 싸이트에 쳐져 있다. 공용 시설도 최근에 개장하여 깨끗하며 8월 첫째는 토요일 작은 음악회 진행한다.     관리실과 마트를 운영하며 공용시설은 깨끗하게 관리되고 있으며 개인트레일러 카라반 입장도 가능하다. 캠핑장내 소형견 동반이 가능하며 카라반을 포함한  1박 비용은 최고 5만원을 넘지 않는다. 전기, 와이파이, 샤워실 등 기본시설은 완벽하다.",20221102
지투(G2) 캠핑장,여가활동,캠핑,일반야영장,경기도,포천시,소흘읍,초가팔리,97-6 번지,부흥로,370 번,37.80798024,127.1559589,11182,경기도 포천시 소흘읍 부흥로 370,경기도 포천시 소흘읍 초가팔리 97-6,0315410727,,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"오토캠핑, 데크, 파쇄석, 수영장, 반려동물, 공용시설, 신축, 잔디, 자연학습","안녕하세요. 지투캠핑장입니다.,-입실시 관리사무실에서 안내 및 주차증 발급,-퇴실시 주차증 꼭 반납해주세요",20221102
진경원민박캠핑장,여가활동,캠핑,일반야영장,충청남도,당진시,,양유리,,,,36.81952717,126.6874304,31761,,충청남도 당진시 순성면 양유리,0413569349,http://blog.naver.com/hl4hez,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,2,2,2,7,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"무료 인생 상담실 운영, 한옥형 민박 운영","진경원 민박 캠핑장은 충남 당진시 순성면에 자리 잡고 있다. 당진시청을 기점으로 약 13㎞가량 떨어졌으며, 자동차를 타고 남부로, 틀모시로, 순성로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 이곳은 고즈넉한 시골길을 달리면 도착하는데, 캠핑장에 들어서면 드넓은 공간에 잘 정비한 잔디밭과 생태체험장이 캠퍼를 반긴다. 사이트 크기는 따로 정하지 않았기 때문에 웬만한 대형 텐트를 설치하기에도 무리가 없다. 개인 트레일러와 개인 카라반 동반이 가능하며, 소형견에 한해 반려동물도 출입할 수 있다. 샤워장과 화장실 등 모든 부대시설을 수시로 관리하고 있어 항상 청결하다. 매점을 운영하지 않지만, 캠핑장과 가까운 거리에 슈퍼가 있어 불편함이 없다.  캠핑장 주변에 아미 미술관, 아미산, 면천저수지 등 당진의 대표 관광지가 즐비하다. 순성면사무소 방면으로 나가면 여러 음식점도 성업 중이다.",20221130
진달래 관광농원 캠핑장,여가활동,캠핑,자동차야영장,충청남도,부여군,옥산면,봉산리,171-3 번지,봉산로56번길,56 번,36.19799071,126.7246843,33204,충청남도 부여군 옥산면 봉산로56번길 56,충청남도 부여군 옥산면 봉산리 171-3,,https://page.yapen.co.kr/44717,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,2,2,3,12,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"온돌방, 신축, 개별바비큐, 오토캠핑, 데크, 파쇄석, 공용시설, 2인실, 바비큐장, 독채","진달래 관광농원 캠핑장은 충남 부여군 옥산면에 자리 잡았다. 부여군청을 기점으로 22Km가량 떨어졌다. 자동차를 타고 서동로, 대백제로, 봉산로56번길을 차례로 거치면 닿는다. 도착까지 걸리는 시간은 25분 안팎이다. 한적한 시골길을 달리다 보면 마주하는 캠핑장은 옥산저수지 코앞에 터를 잡았다. 이 덕분에 풍경이 일품이다. 수려한 경관이 시신경을 자극하니 캠핑할 맛이 나고, 사진 찍기 삼매경에 빠지기 제격이다. 캠핑에 불편함을 느낀다면 함께 운영 중인 펜션을 이용해보는 것도 좋겠다. 어느 사이트에 머물든 접근하기 쉬운 위치에 감성적인 느낌이 충만한 카페도 있다. 캠핑장에는 일반 야영장 12면을 마련했다. 바닥은 모두 데크로 이뤄졌으며, 크기는 가로 3m 세로 4m다.",20221102
진도풍경오토캠핑장,여가활동,캠핑,일반야영장,전라남도,진도군,의신면,사천리,426 번지,의신사천길,15-21 번,34.46556568,126.2944523,58934,전라남도 진도군 의신면 의신사천길 15-21,전라남도 진도군 의신면 사천리 426,0615432002,http://jindo.go.kr/sambyeolcho,지자체,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,1,1,1,14,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"진도풍경오토캠핑장은 첨찰산, 운림산방, 쌍계사등진도의 유명한 유적이나 명승지가 가까이 있어서 언제라도 즐길 수 있는 곳이다.","진도풍경오토캠핑장은 삼별초공원 내 위치한 2016년 개장한 캠핑장이다. 삼별초공원은 13세기 몽골과 맞서 싸웠던 삼별초를 주제로 조성된 국내 최초의 공원으로 수려한 경관을 자랑하는 첨찰산과 한국 남종화의 성지인 운림산방 자락에 자리 잡고 있다.    이곳은 전통한옥이 있어 숙박을 할 수도 있고 자동차야영장사이트에서 캠핑을 즐길 수도 있다. 전통한옥은 3동 7실로 이루어져 있고 사이트는 총 14면이며 데크로 구성되어 있다. 특히 데크 사이트는 크기가 커 사이트 간 간격이 넓은 편이라 옆 텐트와 부딪칠 염려를 하지 않아도 되고 웬만한 대형 텐트는 모두 설치 할 수 있을 만큼 넓다. 내부시설은 공동 취사장, 공중화장실, 공중샤워장, 운동장, 산림욕장(정자, 평상)이 있다.    한편, 파크 골프장도 조성되어 있어 캠핑과 함께 골프를 즐길 수도 있고 쌍계사, 진도역사관, 운림예술촌 등 진도의 유명한 유적, 명승지가 가까이 있어 진도 관광의 베이스캠프로도 활용하기 좋다.",20221130
진동리 국민여가캠핑장 by zapza,여가활동,캠핑,일반야영장,강원도,인제군,기린면,진동리,618 번지,조침령로,1235-14 번,37.96870517,128.4195795,24653,강원도 인제군 기린면 조침령로 1235-14,강원도 인제군 기린면 진동리 618,0334636510,https://jindongri.zapza.me/,지자체,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,8,2,2,25,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,"오토캠핑, 파쇄석, 체험활동, 와이파이, 공용시설, 자연학습, 장기숙박, 계곡, 문화유적","강원도 인제군 기린면에 위치한 캠핑장이다. 파쇄석으로 이루어진 일반 캠핑 사이트가 3개 구역에 걸쳐 마련되어 있다. 1구역은 계곡이 가운데 흐르고 있고, 양옆으로 밤나무, 소나무 등 나무가 우거진 숲속에 마련되어 있고, 2구역은 방태천 계곡과 편의 시설에서 가장 가까운 곳에 있는 평지 지역이며, 3구역은 하늘을 감상하기 좋은 사이트다.  계곡을 가운데 끼고 산으로 둘러싸인 인제 진동리, 복잡한 도심에서 벗어나 힐링을 하고 싶다면 여기 진동리 국민여가캠핑장으로 당장 떠나자. 새소리와 물소리를 들으며 아침에 눈을 뜨게되고 상쾌한 아침공기를 마시며 가만히 앉아있으면 마음이 평온해진다.",20221102
진밭골야영장,여가활동,캠핑,"일반야영장,자동차야영장",대구광역시,수성구,범물동,,951 번지,진밭길,112 번,35.81687345,128.6604988,42240,대구광역시 수성구 진밭길 112,대구광역시 수성구 범물동 951,0536663477,http://camping.suseong.kr,지자체,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,2,11,20,32,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"캠핑장비대여 : 릴선, 수레, 토치, 망치, 랜턴, 릴선, 버너, 모기향받침대","진밭골 야영장은 대구시 수성구에 자리했다. 대구시청을 기점으로 13KM가량 떨어졌다. 자동차를 타고 동덕로, 신천대로, 앞산터놀로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 25분 안팎이다.캠핑장에 발을 들이면 생각지도 못한 도심속에 이런 공간이 있었나 싶을 정도로 놀란다. 도시에 이런 자연친화적인 공간이 있다는 사실에 감탄사가 절로 나온다. 캠핑장에는 오토사이트 9면, 데크사이트 11면, 카라반5대가 캠퍼를 반긴다. 오토사이트는 파쇄석으로 이뤄졌으며 텐트 바로 옆에 주차를 할 수 있다. 사이트 크기는 가로7M 세로 4.5M다. 데크사이트는 나무데크로 이뤄졌으며, 지정된 주차장에 주차를 한뒤, 장비를 들고 데크사이트로 이동하여 캠핑하는 곳이다. 사이트 크기는 가로6M 세로 4M이다. 카라반은 먹거리 및 세면도구만 준비하면 된다. 객실 내부에 침대, 침구류, 소파, TV, 냉장고, 에어컨, 식기류, 취사도구, 개수대, 화장실, 샤워실 등이 있어 일상생활이 가능할 정도다.",20221130
진밭골향기관광농원 야영장,여가활동,캠핑,자동차야영장,강원도,원주시,,취병리,,,,37.3317541,127.7840477,26360,,강원도 원주시 문막읍 취병리,,http://cafe.naver.com/jbgsscent,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,1,1,1,15,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,문막ic,알수없음,20221130
진부(오대산)관광농원,여가활동,캠핑,자동차야영장,강원도,평창군,진부면,수항리,376 번지,아차골길,34-15 번,37.55551944,128.5672164,25337,강원도 평창군 진부면 아차골길 34-15,강원도 평창군 진부면 수항리 376,050713646253,http://odalsanysyoung.modoo.at,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,1,1,2,20,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"주차, 예약, 반려동물 동반",청정자연의 평창에서도 해발700m 위치한 오대산힐링빌리지는 관광두레로 선정된 주민사업체로 '별이쏟아지는 마당'이라는 의미의 '별마루'를 브랜드를 운영 중입니다,20221102
진북 편백골 관광농원 캠핑장,여가활동,캠핑,"일반야영장,자동차야영장",경상남도,창원시 마산합포구,,금산리,,,,35.15397448,128.4477021,51786,경상남도 창원시 마산합포구 진북면 금산길 209-81,경상남도 창원시 마산합포구 진북면 금산리 437,,http://cafe.naver.com/camping7781,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,1,1,1,35,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,"진북 편백골관광농원 캠핑장은 글램핑과 야영장이 함께 있는 캠핑장이다. 캠핑장 옆으로는 계곡물이 흐르고 있어 아이들과 물놀이 장소로도 좋으며, 캠핑장 한쪽으로는 아이들이 좋아하는 트램펄린이 2군데로 나눠져 있어 기다리지 않고도 뛰어놀 수 있어 아이들이 무척이나 좋아한다.     깨끗하게 관리가 되고 있는 화장실과 개수대는 볼 때마다 기분이 좋아지는 공간이다. 캠핑장에 2주 연속으로 오면 텐트도 두고 갈 수 있도록 배려해주신다. 미니농장엔 토끼, 염소들이 있어 아이들이 양배추 먹이주기 체험도 할 수 있어 자연스런 자연학습 체험도 경험할 수 있다.    수영장에서 몸을 풀고 자연스레 계곡으로 내려가 저녁에 먹을 다슬기도 잡으며 시원하게 여름을 보낼 수 있다. 놀이터 사이트를 지나다 보면 물레방아. 천둥오리, 미니포도농장 등 여러 가지로 아이들에게 공부가 되는 요소들이 많은 캠핑장이다.",20221102
진안국제 캠핑장,여가활동,캠핑,일반야영장,전라북도,진안군,용담면,와룡리,74-1 번지,와룡길,165-6 번,35.96559025,127.4611379,55404,전라북도 진안군 용담면 와룡길 165-6,전라북도 진안군 용담면 와룡리 74-1,0634331471,cafe.naver.com/jinancamping,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,1,1,1,40,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"맑고 시원한 계곡물이 흐르고, 산새소리의 지저귐과 아름다운 용담호수가 어우러진 곳","맑고 깨끗한 자연과 용담호수와 천혜의 자연이 어우러진 고장! 진안고원에 자리 잡은 진안국제 캠핑장은 캠핑, 글램핑, 펜션, 민박이 가능하다. 주차장, 수영장, 족구장, 취사장, 샤워장, 화장실, 매점 등 깨끗하고 쾌적한 부대시설을 갖추고 있다. 사고배상책임보험 가입이 되어 있으니 안심하고 이용가능하다.    가족이나 단체로 와서 편하게 캠핑을 즐기다 가는 곳으로 유명하다. 샤워장과 화장실, 개수대는 깨끗하고 청결하며, 가족 물놀이장으로 좋은 시원한 계곡의 자연풀장에서는 물고기도 잡고, 다슬기도 잡으며 자연체험도 경험할 수 있어 좋다. 분수가 나오는 수영장에서는 아이들의 고함소리가 분수처럼 끊이지 않고 흘러나온다. 전기온풍기, 전기밥솥, 전열기구, 전기스토브, 라지에이터, 전기난로 등의 전기용품은 사용을 금지하고 있으니 유념해야 한다.    주변관광지로는 석탑관광, 메타세콰이어길, 마이산, 원영장 꽃잔디마을 등 이 있다. 가족들과 좋은 추억을 만들 수 있는 캠핑지이다.",20221130
진천포레스트캠핑장,여가활동,캠핑,일반야영장,충청북도,진천군,백곡면,구수리,82-25 번지,백곡로,778 번,36.88497062,127.36442,27824,충청북도 진천군 백곡면 백곡로 778,충청북도 진천군 백곡면 구수리 82-25,,https://cafe.naver.com/jinchunforestcamp,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"파쇄석, 오토캠핑, 키즈테마, 신축, 수영장, 공용시설, 와이파이",안녕하세요 진천 백곡에 위치한 캠핑장 입니다.,20221102
진틀펜션캠핑장,여가활동,캠핑,"일반야영장,카라반",전라남도,광양시,옥룡면,동곡리,120-9 번지,신재로,1678-54 번,35.09656175,127.6017883,57703,전라남도 광양시 옥룡면 신재로 1678-54,전라남도 광양시 옥룡면 동곡리 산 120-9,,http://www.baekuncamp.co.kr,민간,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,3,4,3,10,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"바비큐장, 수영장, 조식제공, 픽업, 와이파이, 파티, 신축, 모던, 독채, 단체, 복층, 개별바비큐, 계곡","전남 광양시 옥룡 백운산 둘레길에 위치해 있습니다. 파쇄석사이트를 기본으로 마사토, 데크사이트를 보유하고있습니다.  온수와 전기를 사용하고있습니다. 매점에선 식음료와 상비약이 구비되어있으며 최신시설의 화장실과 샤워실을 보유하고있습니다.  캠핑장 입구에서 등산로를 따라 가다보면 백운산정상과 신선대로 가실수있습니다.  옥룡계곡의 상류에 위치하여 아이들이 놀기좋은 계곡을 가지고있습니다. 아이들의 추억을 만들기 아주 좋은 수영장과 그네, 카라반이 있습니다.",20221102
집다리캠핑장,여가활동,캠핑,자동차야영장,강원도,춘천시,사북면,지암리,127-4 번지,화악지암길,594 번,37.97894812,127.6226827,24200,강원도 춘천시 사북면 화악지암길 594,강원도 춘천시 사북면 지암리 127-4,,,민간,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,"춘천호에서 집다리골자연휴양림을 가는 길 중간, 길가에 자리잡고 있는 작은 캠핑장이다. 지암리 민박촌에 있어 식당과 가게 등 편의시설이 가까이에 있어 편하게 야영을 즐길 수 있다. 가정집 안마당을 개조한 느낌의 야영장은 규모가 작은 대신 아기자기한 풍광이 남다르다. 사이트 바로 앞으로 개천이 흐르고 그늘이 많은 것도 장점이다.",20221102
징검다리 캠핑장,여가활동,캠핑,자동차야영장,경상북도,고령군,우곡면,도진리,270 번지,도진3길,26-13 번,35.67616038,128.3430697,40152,경상북도 고령군 우곡면 도진3길 26-13,경상북도 고령군 우곡면 도진리 270,050433786644,,민간,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,1,1,1,15,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,"단체석, 주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분",폐교를 활용한 특색있는 장소 애견동반가능한 공 간 징검다리연구소(징검다리캠핑장)입니다.,20221102
짱아 야영장,여가활동,캠핑,일반야영장,경기도,남양주시,별내면,용암리,210 번지,용암비루개길,195-50 번,37.73724166,127.1288621,12076,경기도 남양주시 별내면 용암비루개길 195-50,경기도 남양주시 별내면 용암리 210,0318423434,https://blog.naver.com/ekf20,민간,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,2,1,5,16,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,"주차, 예약, 남/녀 화장실 구분","남양주 별내면에 위치한 짱아 야영장은 수도권 어디에서든 가까워 교통체증 없이 갈 수 있는 캠핑장이다. 짱아 야영장의 ‘짱아‘는 잠자리의 옛말이다.   캠핑장이 주도로에서 떨어져 있고 산 중턱에 위치해 있어 산속에서 힐링하는 듯한 호젓함을 누릴 수 있는 곳이다. 제법 높은 산중턱에 위치한 덕분에 캠핑장에서 산 아래를 내려다보는 뷰가 좋은 것이 매력적이다.    캠핑 사이트는 모두 40면 정도. 야외 수영장 바로 옆에도 5개 텐트를 칠 수 있다. 개장한지 얼마 되지 않아서 전반적인 시설이 깨끗하다. 사무동에 매점, 화장실, 샤워장, 개수대, 대피소 등의 부대시설이 갖춰져 있다. 캠핑사이트 옆에 트램플린이 갖춰져 있어 아이들의 놀이터가 된다.   주위 전경을 감상할 수 있는 사무동 옥상은 소규모 단체를 위한 식사장소로 안성맞춤이다.",20221102
쪽빛하늘 캠핑장,여가활동,캠핑,"자동차야영장,카라반",강원도,평창군,봉평면,원길리,1066-5 번지,흥정계곡길,20-5 번,37.6235819,128.3516181,25302,강원도 평창군 봉평면 흥정계곡길 20-5,강원도 평창군 봉평면 원길리 1066-5,0333352934,www.bluesky700.com,민간,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,2,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,흥정계곡초입,알수없음,20221130
차밍캠핑,여가활동,캠핑,"일반야영장,글램핑",강원도,원주시,지정면,판대리,643-1 번지,지정로,1393 번,37.38980975,127.7836233,26357,강원도 원주시 지정면 지정로 1393,강원도 원주시 지정면 판대리 643-1,0317713440,,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,4,4,4,130,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,알수없음,20221102
참살이 가족 캠핑장,여가활동,캠핑,자동차야영장,경기도,안성시,보개면,신장리,72-9 번지,신장길,184 번,37.04601508,127.2726185,17509,경기도 안성시 보개면 신장길 184,경기도 안성시 보개면 신장리 72-9,0316761009,,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,3,2,7,28,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"오토캠핑, 체험활동, 자연학습, 반려동물, 카라반",1예약자 1사이트만 예약 가능합니다. 현장에 2팀 이상이 오셔서 함께 모여 있는 것은 불가합니다.,20221102
참숯골,여가활동,캠핑,일반야영장,충청남도,당진시,고대면,슬항리,1 번지,보덕포로,545 번,36.95141727,126.6231994,31792,충청남도 당진시 고대면 보덕포로 545,충청남도 당진시 고대면 슬항리 1,0413542590,,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,2,2,1,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,바비큐만 이용할 수 있음. 펜션 운영.,"참숯골 캠핑장은 충남 당진시 고대면에 자리 잡고 있다. 당진시청을 기점으로 약 8㎞가량 떨어졌으며, 자동차를 타고 동부로, 원당로, 금암로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 15분 안팎이다. 이곳은 캠핑장이라곤 있을 것 같지 않은 도심에 위치했다. 캠핑장 입구로 발을 들이면 자연친화적인 공간이 펼쳐져 어리둥절해질 수도. 캠핑장은 일반 야영장 15면을 마련했으며, 이 가운데 5면이 잔디, 10면은 파쇄석으로 이뤄졌다. 개인 트레일러와 개인 카라반 동반 입장이 가능하며, 소형견도 함께 출입할 수 있다. 캠핑장의 강점은 캠퍼가 음식만 준비하면 셀프 바비큐를 즐길 수 있다는 것이다. 이 경우 4인 기준 3만원만 지불하면 된다. 단, 주류 반입은 불가능하다.  캠핑장 주변에 파인스톤cc, 석문방조제 등 관광지가 즐비하다. 산업단지 인근에 여러 음식점이 있어 맘에 드는 요리를 맛보기에도 무리가 없다.",20221130
